Video,Frame,Dominant Emotion,Dominant Emotion Percentage,angry,disgust,fear,happy,sad,surprise,neutral
3.mp4,3.mp4_frame_0322.jpg,neutral,99.93156195502735,9.783245095464973e-11,6.72049787890548e-18,0.022078870375551833,1.9447803269798695e-07,0.04635807738282354,3.222821581705024e-10,99.93156195502735
3.mp4,3.mp4_frame_0478.jpg,angry,40.72462022304535,40.72462022304535,0.032457735505886376,5.462422966957092,0.06595179438591003,27.004295587539673,0.0805938383564353,26.62965953350067
4.mp4,4.mp4_frame_0148.jpg,neutral,46.15677893161774,2.6565510779619217,0.00010636370006977813,9.289148449897766,0.04895553574897349,41.81740581989288,0.031052340636961162,46.15677893161774
3.mp4,3.mp4_frame_0493.jpg,fear,39.53838050365448,23.223121464252472,0.19026730442419648,39.53838050365448,0.005655222412315197,29.050981998443604,0.002981326724693645,7.988616079092026
1.mp4,1.mp4_frame_0116.jpg,neutral,35.86556483917656,23.614843354839877,0.007090890604179355,16.156817536733445,0.19968997169256547,24.099277067270627,0.056711798758143334,35.86556483917656
5.mp4,5.mp4_frame_0026.jpg,happy,100.0,8.127698514215353e-09,2.2114521165179755e-17,1.4737405074072285e-06,100.0,5.299250815937739e-07,4.337880810112438e-06,1.6770911770436214e-06
1.mp4,1.mp4_frame_0102.jpg,neutral,51.705193722867214,12.212358380837248,0.002386248081866423,15.232540992801308,0.02781875122878715,20.718608286214863,0.10109858162758728,51.705193722867214
5.mp4,5.mp4_frame_0032.jpg,happy,99.99999403953517,2.743557544808288e-07,4.777208618205504e-16,4.451936684870018e-06,99.99999403953517,2.979673219238852e-06,2.5839207870283943e-06,1.1658556593368e-06
3.mp4,3.mp4_frame_0487.jpg,fear,98.78523938567874,1.0374554119977601,0.0017965950225895097,98.78523938567874,0.0017791168980658813,0.06216823610362328,0.0961626995395988,0.015401018944722799
4.mp4,4.mp4_frame_0160.jpg,neutral,70.12993693351746,4.183732345700264,0.00010362158491261653,6.425260752439499,0.006255278276512399,19.253207743167877,0.0015003362932475284,70.12993693351746
3.mp4,3.mp4_frame_0134.jpg,sad,62.437885999679565,0.0001410739287166507,2.4109471422565106e-19,0.2930613234639168,0.0002531180143705569,62.437885999679565,1.428307427886466e-05,37.26864457130432
3.mp4,3.mp4_frame_0120.jpg,fear,86.47798299789429,6.475289748841817e-08,1.504288268555393e-13,86.47798299789429,0.00030050416626181686,2.437569759786129,2.060869661590914e-05,11.084134131669998
2.mp4,2.mp4_frame_0066.jpg,neutral,99.94588494300842,0.002131333530996926,1.860975430830955e-11,0.002539313936722465,5.34951194453015e-07,0.04942687228322029,2.030302539424156e-05,99.94588494300842
3.mp4,3.mp4_frame_0108.jpg,neutral,67.42560863494873,11.397349834442139,0.0005274737304716837,2.0825164392590523,0.0026879120923695154,19.078072905540466,0.01324052718700841,67.42560863494873
2.mp4,2.mp4_frame_0072.jpg,neutral,99.54857230186462,0.047830448602326214,4.361442804134974e-09,0.1148293144069612,2.153674927285465e-05,0.28867083601653576,7.643279218427779e-05,99.54857230186462
2.mp4,2.mp4_frame_0099.jpg,neutral,99.83893632888794,0.0019840941604343243,8.602760431103418e-11,0.012610762496478856,2.7143137737439815e-08,0.14644605107605457,2.2419484935198852e-05,99.83893632888794
2.mp4,2.mp4_frame_0098.jpg,neutral,99.83649849891663,0.002277950079587754,5.86796861101746e-09,0.035884499084204435,1.9436826903529436e-05,0.12461227597668767,0.000706773198544397,99.83649849891663
2.mp4,2.mp4_frame_0073.jpg,neutral,99.6164083480835,0.015060055011417717,1.365999535707374e-08,0.07771995151415467,3.9907340010358894e-05,0.2904115943238139,0.00036598185033653863,99.6164083480835
2.mp4,2.mp4_frame_0067.jpg,neutral,99.98200535774231,0.00019008107301488053,2.8968584394337485e-12,0.0027355041311238892,6.859841139572609e-07,0.015021144645288587,4.929615329274384e-05,99.98200535774231
3.mp4,3.mp4_frame_0109.jpg,neutral,65.06621061966293,11.029995408058713,9.650486547426615e-06,4.859192462659781,0.0033060441334511626,18.947509652673048,0.09377152938139088,65.06621061966293
3.mp4,3.mp4_frame_0121.jpg,neutral,97.46118783950806,1.5402705152989249e-09,2.0728150797443102e-20,2.5377707555890083,1.8491313369395357e-06,0.00025171341349050635,0.0007881644705776125,97.46118783950806
3.mp4,3.mp4_frame_0135.jpg,neutral,84.72917675971985,2.842173074668608e-06,3.793574111931312e-22,0.0008137664735841099,0.0004996654297428904,15.269507467746735,1.4397677494670802e-08,84.72917675971985
4.mp4,4.mp4_frame_0161.jpg,neutral,40.06247818470001,6.233141198754311,0.0027613526981440373,22.738033533096313,0.013084379315841943,30.939286947250366,0.011211071978323162,40.06247818470001
3.mp4,3.mp4_frame_0486.jpg,fear,47.99080193042755,14.969362318515778,25.837141275405884,47.99080193042755,0.20305500365793705,3.800569102168083,6.332767754793167,0.8662986569106579
5.mp4,5.mp4_frame_0033.jpg,happy,99.99996423721313,1.2295346074608915e-06,7.755448223439155e-15,1.789529591178507e-05,99.99996423721313,2.1547542417010845e-06,1.1882926997941468e-05,4.01355855217389e-06
1.mp4,1.mp4_frame_0103.jpg,angry,62.328940629959106,62.328940629959106,0.0002295119884365704,2.755620889365673,0.007992880273377523,12.585464119911194,0.016470860282424837,22.305284440517426
4.mp4,4.mp4_frame_0149.jpg,sad,68.00790834474017,3.6405923152322957,0.0006015712091762642,26.03030359925649,0.002788468357489421,68.00790834474017,0.015452500713486268,2.3023535938473696
5.mp4,5.mp4_frame_0027.jpg,happy,100.0,3.911872492601276e-08,1.018617399860436e-16,1.4684429672229271e-06,100.0,1.125540016744253e-06,5.393875923687119e-06,1.4334473164012707e-06
1.mp4,1.mp4_frame_0117.jpg,neutral,67.9481029510498,24.827101826667786,0.0004953179541189456,1.7473841086030006,0.0392909423680976,5.343837291002274,0.09378410177305341,67.9481029510498
3.mp4,3.mp4_frame_0492.jpg,fear,83.49380794056796,2.953171036203504e-05,1.1122597194845507e-08,83.49380794056796,0.028058402600896825,0.384708190210138,13.598787235996825,2.4946166937857917
3.mp4,3.mp4_frame_0479.jpg,neutral,42.60549247264862,1.6290612518787384,0.00026446562060300494,37.360429763793945,0.030977872665971518,18.242129683494568,0.13164564734324813,42.60549247264862
3.mp4,3.mp4_frame_0445.jpg,sad,49.115249461844535,30.111758715615196,0.060790373376183114,11.12203813326586,0.00229676366008853,49.115249461844535,0.014091902379302077,9.57377535544487
